qags,71694750,9843,0,-156,-156,-114,17,9841,18,0,-36
qags,71694780,9843,0,-156,-156,-97,43,9816,18,-6,-24
qags,71694810,9843,0,-156,-156,-78,51,9838,18,-6,-36
qags,71694840,9843,0,-156,-156,-92,48,9816,18,0,-30
qags,71694870,9843,0,-156,-156,-73,9,9865,18,6,-36
qags,71694900,9843,0,-156,-156,-65,34,9824,18,-12,-42
qags,71694930,9843,0,-156,-156,-102,14,9843,12,0,-36
qags,71694960,9843,0,-156,-156,-102,9,9821,18,6,-30
qags,71694990,9843,0,-156,-156,-90,26,9821,12,0,-42
qags,71695020,9843,0,-156,-156,-90,53,9836,18,0,-36
qags,71695050,9843,-156,-156,-156,-87,43,9848,18,6,-36
qags,71695080,9843,-156,-156,-156,-65,7,9841,18,-12,-42
qags,71695110,9843,-156,-156,-156,-85,26,9824,18,-6,-42
qags,71695140,9843,-156,-156,-156,-68,29,9882,18,0,-36
qags,71695170,9843,-156,-156,-156,-92,36,9804,18,6,-36
qags,71695200,9843,-156,-156,-156,-73,2,9885,12,0,-30
qags,71695230,9843,-156,-156,-156,-119,31,9836,18,-6,-36
qags,71695260,9843,-156,-156,-156,-85,31,9836,18,6,-30
qags,71695290,9843,-156,-156,-156,-95,29,9829,18,-12,-36
qags,71695320,9843,-156,-156,-156,-83,26,9846,12,0,-36
qags,71695350,9843,-156,-156,-156,-73,-2,9824,24,-12,-24
qags,71695380,9843,-156,-156,-156,-102,41,9841,12,6,-36
qags,71695410,9843,-156,-156,-156,-83,43,9873,12,-6,-42
qags,71695440,9843,-156,-156,-156,-114,4,9816,18,6,-36
qags,71695470,9843,-156,-156,-156,-92,14,9831,18,-6,-36
qags,71695500,9843,-156,-156,-156,-63,26,9855,24,-12,-36
qags,71695530,9843,-156,-156,-156,-87,63,9841,12,0,-30
qags,71695560,9843,-156,-156,-156,-92,41,9853,24,0,-30
qags,71695590,9843,-156,-156,-156,-92,21,9846,18,12,-42
qags,71695620,9843,-156,-156,-156,-75,34,9848,24,-6,-30
qags,71695650,9843,-156,-156,-156,-58,17,9887,12,12,-30
qags,71695680,9843,-156,-156,-156,-87,39,9841,24,-6,-42
qags,71695710,9843,-156,-156,-156,-92,29,9851,24,-6,-30
qags,71695740,9843,-156,-156,-156,-73,36,9833,18,-6,-42
qags,71695770,9843,-156,-156,-156,-104,19,9855,18,0,-42
qags,71695800,9843,-156,-156,-156,-83,2,9826,24,0,-42
qags,71695830,9843,-156,-156,-156,-85,46,9851,30,0,-24
qags,71695860,9843,-156,-156,-156,-78,14,9841,24,12,-36
qags,71695890,9843,-156,-156,-156,-63,46,9829,30,0,-30
qags,71695920,9843,-156,-156,-156,-100,19,9833,24,-6,-36
qags,71695950,9843,-156,-156,-156,-85,48,9826,18,0,-42
qags,71695980,9843,-156,-156,-156,-73,-7,9865,24,6,-42
qags,71696010,9843,-156,-156,-156,-95,21,9848,18,0,-30
qags,71696040,9843,-156,-156,-156,-85,12,9809,12,0,-30
qags,71696070,9843,-156,-156,-156,-78,19,9833,18,0,-36
qags,71696100,9843,-156,-156,-156,-107,46,9851,18,12,-48
qags,71696130,9843,-156,-156,-156,-80,39,9826,12,6,-30
qags,71696160,9843,-156,-156,-156,-58,36,9833,24,0,-42
qags,71696190,9843,-156,-156,-156,-78,36,9873,30,6,-48
qags,71696220,9843,-156,-156,-156,-73,17,9838,24,0,-36
qags,71696250,9843,-156,-156,-156,-85,17,9868,18,0,-36
qags,71696280,9843,-156,-156,-156,-73,12,9826,6,12,-30
qags,71696310,9843,-156,-156,-156,-83,43,9804,24,-12,-36
qags,71696340,9843,-156,-156,-156,-73,31,9868,24,0,-30
qags,71696370,9843,-156,-156,-156,-75,17,9833,18,6,-42
qags,71696400,9843,-156,-156,-156,-70,14,9797,12,12,-36
qags,71696430,9843,-156,-156,-156,-63,36,9855,24,6,-36
qags,71696460,9843,-156,-156,-156,-61,31,9863,18,6,-30
qags,71696490,9843,-156,-156,-156,-73,19,9838,24,6,-36
qags,71696520,9843,-156,-156,-156,-73,43,9848,24,6,-36
qags,71696550,9843,-156,-156,-156,-83,19,9824,18,-6,-36
qags,71696580,9843,-156,-156,-156,-58,19,9858,18,6,-36
qags,71696610,9843,-156,-156,-156,-78,24,9858,18,0,-30
qags,71696640,9843,-156,-156,-156,-102,31,9868,18,6,-36
qags,71696670,9843,-156,-156,-156,-102,7,9846,24,0,-24
qags,71696700,9843,-156,-156,-156,-56,19,9865,24,6,-30
qags,71696730,9843,-156,-156,-156,-90,0,9895,18,12,-42
qags,71696760,9843,-156,-156,-156,-83,24,9899,24,6,-42
qags,71696790,9843,-156,-156,-156,-92,2,9853,24,-6,-36
qags,71696820,9843,-156,-156,-156,-80,29,9858,24,-6,-42
qags,71696850,9843,-156,-156,-156,-83,53,9865,18,12,-36
qags,71696880,9843,-156,-156,-156,-107,24,9875,18,-6,-30
qags,71696910,9843,-156,-156,-156,-102,-7,9853,12,6,-30
qags,71696940,9843,-156,-156,-156,-65,26,9865,18,6,-36
qags,71696970,9843,-156,-156,-156,-119,36,9851,24,-6,-36
qags,71697000,9843,-156,-156,-156,-80,17,9829,18,-12,-36
qags,71697030,9843,-156,-156,-156,-78,43,9814,18,0,-42
qags,71697060,9843,-156,-156,-312,-87,39,9855,18,0,-42
qags,71697090,9843,-156,-156,-312,-65,43,9868,12,0,-36
qags,71697120,9843,-156,-156,-312,-78,26,9860,12,-6,-36
qags,71697150,9843,-156,-156,-312,-61,12,9841,12,12,-30
qags,71697180,9843,-156,-156,-312,-78,29,9846,18,-6,-30
qags,71697210,9843,-156,-156,-312,-68,26,9841,24,6,-36
qags,71697240,9843,-156,-156,-312,-95,36,9875,6,0,-42
qags,71697270,9843,-156,-156,-312,-90,36,9848,18,6,-30
qags,71697300,9843,-156,-156,-312,-85,14,9855,12,12,-30
qags,71697330,9843,-156,-156,-312,-92,-7,9892,24,-6,-48
qags,71697360,9843,-156,-156,-312,-83,31,9841,18,6,-30
qags,71697390,9843,-156,-156,-312,-92,48,9836,24,-6,-36
qags,71697420,9843,-156,-156,-312,-104,7,9860,24,6,-30
qags,71697450,9843,-156,-156,-312,-92,46,9829,12,6,-42
qags,71697480,9843,-156,-156,-312,-65,19,9848,30,-12,-36
qags,71697510,9843,-156,-156,-312,-87,58,9885,18,-6,-36
qags,71697540,9843,-156,-156,-312,-85,46,9875,18,12,-30
qags,71697570,9843,-156,-156,-312,-73,0,9819,18,-12,-36
qags,71697600,9843,-156,-156,-312,-65,36,9843,18,12,-30
qags,71697630,9843,-156,-156,-312,-87,46,9848,6,-6,-30
qags,71697660,9843,-156,-156,-312,-87,-4,9843,6,-6,-42
qags,71697690,9843,-156,-156,-312,-83,31,9829,12,12,-42
qags,71697720,9843,-156,-156,-312,-85,53,9826,18,-6,-48
qags,71697750,9843,-156,-156,-312,-73,24,9838,12,6,-30
qags,71697780,9843,-156,-156,-312,-97,14,9821,18,0,-36
qags,71697810,9843,-156,-156,-312,-73,-19,9887,12,12,-42
qags,71697840,9843,-156,-156,-312,-80,-12,9858,18,0,-36
qags,71697870,9843,-156,-156,-312,-92,21,9863,6,-12,-30
qags,71697900,9843,-156,-156,-312,-85,26,9824,24,-6,-30
qags,71697930,9843,-156,-156,-312,-100,21,9838,24,6,-36
qags,71697960,9843,-156,-156,-312,-68,26,9838,30,6,-42
qags,71697990,9843,-156,-156,-312,-75,48,9873,24,6,-42
qags,71698020,9843,-156,-156,-312,-70,24,9858,24,-12,-36
qags,71698050,9843,-156,-156,-312,-83,12,9848,24,6,-30
qags,71698080,9843,-156,-156,-312,-51,36,9816,24,6,-36
qags,71698110,9843,-156,-156,-312,-87,-4,9875,18,0,-36
qags,71698140,9843,-156,-156,-312,-73,39,9824,12,0,-30
qags,71698170,9843,-156,-156,-312,-90,26,9848,24,0,-36
qags,71698200,9843,-156,-156,-312,-83,29,9829,12,6,-36
qags,71698230,9843,-156,-156,-312,-102,4,9838,6,0,-36
qags,71698260,9843,-156,-156,-312,-107,19,9821,18,6,-24
qags,71698290,9843,-156,-156,-312,-104,19,9838,24,-6,-42
