qags,59182050,9531,0,-2656,0,-10275,-141,9880,12,-18,24
qags,59182080,9531,0,-2656,0,-10273,-153,9851,6,-12,12
qags,59182110,9531,0,-2656,0,-10295,-126,9890,12,-18,24
qags,59182140,9531,0,-2656,0,-10275,-146,9836,18,-12,24
qags,59182170,9531,0,-2656,0,-10292,-146,9877,18,-12,30
qags,59182200,9531,0,-2656,0,-10280,-131,9824,18,-18,12
qags,59182230,9531,0,-2656,0,-10305,-144,9870,12,-18,24
qags,59182260,9531,0,-2656,0,-10285,-144,9885,6,-6,18
qags,59182290,9531,0,-2656,0,-10300,-139,9863,6,-18,24
qags,59182320,9531,0,-2656,0,-10314,-117,9904,12,-12,18
qags,59182350,9531,0,-2656,0,-10300,-131,9855,18,-6,30
qags,59182380,9531,0,-2656,0,-10278,-124,9870,6,-12,18
qags,59182410,9531,0,-2656,0,-10312,-136,9821,24,-12,24
qags,59182440,9531,0,-2812,0,-10253,-146,9880,12,-18,24
qags,59182470,9531,0,-2812,0,-10273,-144,9865,12,-6,18
qags,59182500,9531,0,-2812,0,-10302,-146,9873,12,0,24
qags,59182530,9531,0,-2812,0,-10297,-104,9863,18,-18,24
qags,59182560,9531,0,-2812,0,-10278,-124,9831,12,-6,18
qags,59182590,9531,0,-2812,0,-10256,-134,9848,12,-18,18
qags,59182620,9531,0,-2812,0,-10283,-119,9855,18,-12,24
qags,59182650,9531,0,-2812,0,-10290,-158,9882,18,-6,30
qags,59182680,9531,0,-2812,0,-10322,-129,9882,18,0,18
qags,59182710,9531,0,-2812,0,-10295,-129,9880,12,-12,12
qags,59182740,9531,0,-2812,0,-10270,-141,9890,12,-6,18
qags,59182770,9531,0,-2812,0,-10285,-134,9873,12,-12,18
qags,59182800,9531,0,-2812,0,-10314,-166,9831,12,-6,12
qags,59182830,9531,0,-2812,0,-10285,-148,9887,12,-18,18
qags,59182860,9531,0,-2812,0,-10324,-136,9870,24,-6,30
qags,59182890,9531,0,-2812,0,-10283,-139,9855,6,-18,12
qags,59182920,9531,0,-2812,0,-10273,-134,9882,12,-18,12
qags,59182950,9531,0,-2968,0,-10312,-178,9809,6,-18,30
qags,59182980,9531,0,-2968,0,-10266,-146,9851,12,-6,12
qags,59183010,9531,0,-2968,0,-10302,-139,9897,18,-12,18
qags,59183040,9531,0,-2968,0,-10307,-136,9819,18,-18,18
qags,59183070,9531,0,-2968,0,-10297,-119,9873,12,0,18
qags,59183100,9531,0,-2968,0,-10285,-131,9882,12,-18,18
qags,59183130,9531,0,-2968,0,-10295,-126,9838,6,-18,12
qags,59183160,9531,0,-2968,0,-10307,-163,9851,12,-24,12
qags,59183190,9531,0,-2968,0,-10302,-107,9870,24,-18,24
qags,59183220,9531,0,-2968,0,-10292,-114,9831,18,-6,18
qags,59183250,9531,0,-2968,0,-10288,-124,9846,24,0,18
qags,59183280,9531,0,-2968,0,-10317,-131,9860,12,-6,24
qags,59183310,9531,0,-2968,0,-10283,-141,9833,12,-18,24
qags,59183340,9531,0,-2968,0,-10290,-117,9875,6,-18,18
qags,59183370,9531,0,-2968,0,-10285,-136,9812,12,-18,12
qags,59183400,9531,0,-2968,0,-10292,-136,9833,18,-12,12
qags,59183430,9531,0,-2968,0,-10292,-134,9880,12,-12,12
qags,59183460,9531,0,-2968,0,-10290,-124,9865,12,-18,12
qags,59183490,9531,0,-2968,0,-10283,-148,9860,18,-18,18
qags,59183520,9531,0,-3125,0,-10290,-175,9853,12,-6,18
qags,59183550,9531,0,-3125,0,-10300,-119,9860,12,-12,24
qags,59183580,9531,0,-3125,0,-10288,-124,9843,12,0,18
qags,59183610,9531,0,-3125,0,-10305,-119,9846,12,-18,24
qags,59183640,9531,0,-3125,0,-10314,-139,9875,12,-12,24
qags,59183670,9531,0,-3125,0,-10300,-136,9841,12,-12,24
qags,59183700,9531,0,-3125,0,-10288,-144,9836,12,-12,18
qags,59183730,9375,0,-3125,0,-10290,-134,9816,18,-6,18
qags,59183760,9375,0,-3125,0,-10292,-148,9829,0,0,18
