qags,60551280,9843,-156,0,-468,-70,-109,10029,18,0,-48
qags,60551310,9843,-156,0,-468,-48,-87,10053,12,-6,-42
qags,60551340,9843,-156,0,-468,-26,-109,10004,18,0,-36
qags,60551370,9843,-156,0,-468,-39,-73,10014,18,-6,-42
qags,60551400,9843,-156,0,-468,-39,-104,10017,18,-6,-42
qags,60551430,9843,-156,0,-468,-34,-117,10056,18,0,-54
qags,60551460,9843,-156,0,-468,-41,-97,10046,12,-6,-42
qags,60551490,9843,-156,0,-468,-29,-114,10036,18,-12,-42
qags,60551520,9843,-156,0,-468,-14,-100,9985,18,6,-36
qags,60551550,9843,-156,0,-468,-29,-104,10024,24,6,-30
qags,60551580,9843,-156,0,-468,-39,-68,9995,24,0,-36
qags,60551610,9843,-156,0,-468,-36,-85,10000,6,-6,-36
qags,60551640,9843,-156,0,-468,-41,-112,10026,18,0,-36
qags,60551670,9843,-156,0,-468,-24,-107,10012,24,0,-42
qags,60551700,9843,-156,0,-468,-65,-100,10061,18,-12,-42
qags,60551730,9843,-156,0,-468,-19,-85,9973,24,-6,-48
qags,60551760,9843,-156,0,-468,-53,-107,10029,18,-6,-42
qags,60551790,9843,-156,0,-468,-26,-114,10004,12,-6,-42
qags,60551820,9843,-156,0,-468,-36,-129,10026,18,-6,-42
qags,60551850,9843,-156,0,-468,-36,-92,10009,24,0,-42
qags,60551880,9843,-156,0,-468,-29,-109,9990,18,-6,-36
qags,60551910,9843,-156,0,-468,-29,-102,10063,18,-6,-42
qags,60551940,9843,-156,0,-468,-36,-107,9982,18,-12,-36
qags,60551970,9843,-156,0,-468,-21,-112,10036,12,-6,-48
qags,60552000,9843,-156,0,-468,-46,-73,9990,36,-6,-42
qags,60552030,9843,-156,0,-468,-7,-107,10012,12,-6,-36
qags,60552060,9843,-156,0,-468,-9,-102,10004,0,-6,-42
qags,60552090,9843,-156,0,-468,-46,-117,10012,18,0,-42
qags,60552120,9843,-156,0,-468,-61,-102,10029,12,6,-42
qags,60552150,9843,-156,0,-468,-26,-87,10039,24,-6,-30
qags,60552180,9843,-156,0,-468,-34,-100,9985,24,-6,-48
qags,60552210,9843,-156,0,-468,-21,-119,10029,18,-6,-42
qags,60552240,9843,-156,0,-468,-26,-95,10053,18,0,-42
qags,60552270,9843,-156,0,-468,-41,-102,10036,18,-6,-42
qags,60552300,9843,-156,0,-468,-34,-83,10002,12,-6,-30
qags,60552330,9843,-156,0,-625,-9,-109,10070,24,0,-42
qags,60552360,9843,-156,0,-625,-24,-119,10007,24,-12,-42
qags,60552390,9843,-156,0,-625,-39,-90,10031,24,0,-42
qags,60552420,9843,-156,0,-625,-41,-85,9978,24,-12,-36
qags,60552450,9843,-156,0,-625,-58,-104,10021,12,0,-42
qags,60552480,9843,-156,0,-625,-29,-117,10021,24,-12,-42
qags,60552510,9843,-156,0,-625,-21,-97,10019,24,-12,-42
qags,60552540,9843,-156,0,-625,-39,-102,10039,18,0,-30
qags,60552570,9843,-156,0,-625,-61,-90,10026,6,0,-48
qags,60552600,9843,-156,0,-625,-68,-95,9990,24,-12,-42
qags,60552630,9843,-156,0,-625,-43,-95,10014,12,-12,-48
qags,60552660,9843,-156,0,-625,-9,-100,10029,12,0,-36
qags,60552690,9843,-156,0,-625,-58,-119,10002,18,-6,-48
qags,60552720,9843,-156,0,-625,-41,-122,10004,18,6,-36
qags,60552750,9843,-156,0,-625,-14,-104,10024,12,6,-48
qags,60552780,9843,-156,0,-625,-63,-107,10051,18,0,-48
qags,60552810,9843,-156,0,-625,-21,-107,10034,24,-6,-48
qags,60552840,9843,-156,0,-625,-24,-92,10000,12,-6,-48
qags,60552870,9843,-156,0,-625,-14,-109,9995,18,-6,-48
qags,60552900,9843,-156,0,-625,-34,-97,10004,24,-6,-42
qags,60552930,9843,-156,0,-625,-65,-95,10009,24,-6,-48
qags,60552960,9843,-156,0,-625,-43,-90,9997,18,6,-42
qags,60552990,9843,-156,0,-625,-53,-97,10026,24,-6,-42
qags,60553020,9843,-156,0,-625,-36,-107,9970,24,0,-42
qags,60553050,9843,-156,0,-625,-26,-129,10046,18,-6,-48
qags,60553080,9843,-156,0,-625,-34,-65,10012,18,-6,-36
qags,60553110,9843,-156,0,-625,-46,-92,10007,18,6,-36
qags,60553140,9843,-156,0,-625,-53,-119,10036,12,6,-30
qags,60553170,9843,-156,0,-625,-14,-63,10109,6,6,-36
qags,60553200,9843,-156,0,-625,-31,-70,10036,24,0,-30
qags,60553230,9843,-156,0,-625,-46,-95,10012,12,-18,-36
